You searched for,Phylum,Class,Order,Family,Genus,Species,Subspecies,Similarity,Status,Process ID
,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,,100,Published,GBMNB55677-20
,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,,100,Published,GBMNB55676-20
,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,,100,Published,GBMNB55675-20
,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,,100,Published,GBMNB55674-20
,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,,100,Published,GBMNB55670-20
,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,,100,Published,GBMNB55669-20
,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,,100,Published,GBMNB55668-20
>otu252,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND63962-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND63961-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND63960-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND63959-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND63957-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND63955-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND63954-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND63953-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND63952-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND63951-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,rugosus,,100,Published,GBMND50277-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND50182-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMND50181-21
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMIN25123-13
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,GBMIN9120-12
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Private,
,Arthropoda,Insecta,Hymenoptera,Formicidae,,,,100,Private,
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,ASNAT124-08
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Published,ASNAT168-08
,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,,100,Early-Release,
>otu2520,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,sp.,,90.29,Published,MUSH149-07
,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,crustuliniforme,,89.61,Published,JULY085-08
,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Hypsizygus,marmoreus,,89.47,Published,MUSH075-07
,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,pseudorobertii,,89.18,Published,YYY001-10
,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,cervinus,,89.04,Published,MUSH202-07
,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,abruptibulbus,,89,Published,MUSH102-07
,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,polygramma,,89,Published,MUSH148-07
,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,subditopoda,,89,Published,ONT419-08
,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,candolleana,,89,Published,MRD030-08
,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,aff. sericionitidum,,89,Published,MUSH143-07
,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Hypsizygus,tessulatus,,88.89,Published,MUSH074-07
,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Hypsizygus,tessulatus,,88.76,Published,MUSH073-07
,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,cervinus,,88.67,Published,MUSH119-07
,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,cervinus,,88.67,Published,MUSH118-07
,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,cervinus,,88.64,Published,ONT041-08
,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,hornemannii,,88.64,Published,ONT182-08
,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,fossulatus,,88.55,Published,MUSH051-07
,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,pellitus,,88.45,Published,MUSH207-07
,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,cervinus,,88.41,Published,MUSH121-07
,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,hornemannii,,88.37,Published,ONT020-08
>otu2524,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,sacchari,,88.38,Published,HY066-07
,Ascomycota,,,,,,,87.5,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,oxysporum,,87.25,Published,GBFBA007-05
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,atra,,86.93,Published,LHM045-08
,Ascomycota,Eurotiomycetes,Onygenales,Myxotrichaceae,Myxotrichium,deflexum,,86.93,Published,LHM052-08
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria,colhounii,,86.93,Published,JRPAA4684-15
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,sp.,,86.9,Published,LHM046-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,atra,,86.89,Published,LHM044-08
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,boothii,,86.6,Published,HY047-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,cf. avenaceum,,86.6,Published,HY046-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,circinatum,,86.6,Published,HY065-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,cortaderiae,,86.6,Published,HY049-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,graminearum,,86.6,Published,HY048-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,torulosum,,86.6,Published,HY045-07
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.6,Published,LHM012-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.6,Published,LHM013-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.6,Published,LHM015-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.6,Published,LHM016-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.6,Published,LHM017-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.6,Published,LHM018-08
>otu2529,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
>otu255,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,marssonii,,88.56,Published,CPTO043-09
,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,sp. LG-2014a,,87.79,Published,GBSP10231-18
,Arthropoda,Insecta,Lepidoptera,Geometridae,Comostola,leucomerata,flavifimbria,86.91,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Agathia,subcarnea,,85.26,Published,NGSFT051-15
,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,sinomuralis,,84.97,Published,GBSP10230-18
,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Proselachista,taeniiformis,,84.49,Early-Release,
,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,,,,84.31,Published,JRPAA9487-15
,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,,83.82,Published,JRPAA7843-15
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,fulgurata,,83.77,Published,PNGTY034-12
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. ovata,,83.76,Published,JRPAA3141-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,83.76,Published,JRPAA3135-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. ovata,,83.76,Published,JRPAA3132-15
,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Petalonia,tenella,,83.66,Early-Release,
,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Petalonia,tenella,,83.66,Early-Release,
,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Petalonia,tenella,,83.66,Early-Release,
,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Petalonia,fascia,,83.56,Published,MACRO3476-12
,Arthropoda,Insecta,Diptera,Tachinidae,Picconia,derisa,,83.54,Published,ASILO606-17
,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Colpomenia,sinuosa,,83.5,Published,PHAZO004-10
,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,,83.5,Published,JRPAA7832-15
,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,divergens,,83.5,Published,JRPAA7831-15
>otu256,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,80.95,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,78.46,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,77.44,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,76.92,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,76.41,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,74.87,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,sp.,,73.85,Published,GBBAC2057-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,73.85,Published,GBBAC2055-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,73.33,Published,GBBAC2059-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,sp.,,72.62,Published,GBBAC2061-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,geojensis,,71.83,Published,GBBAC2009-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Muricauda,ruestringensis,,71.43,Published,GBBAC284-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,psychrotolerans,,71.28,Published,GBBAC2007-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,71.14,Published,GBBAC2031-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,70.73,Published,GBBAC2033-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,algicola,,70.26,Published,GBBAC2051-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,69.84,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,blandensis,,69.74,Published,GBBAC2005-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,69.51,Published,GBBAC2053-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,lytica,,69.23,Published,GBBAC1997-15
>otu2563,Arthropoda,Arachnida,Araneae,Salticidae,,,,74.07,Private,
,Arthropoda,Arachnida,Araneae,Araneidae,Zygiella,nearctica,,73.91,Published,BBCNP3669-14
,Arthropoda,Arachnida,Araneae,Anyphaenidae,,,,73.72,Published,GMMGT2154-14
,Arthropoda,Arachnida,Araneae,Salticidae,,,,73.33,Published,GMMBG1913-16
,Arthropoda,Arachnida,Araneae,,,,,73.02,Private,
,Arthropoda,Arachnida,Araneae,,,,,72.59,Private,
,Arthropoda,Arachnida,Araneae,Salticidae,Neon,rayi,,72.55,Early-Release,
,Arthropoda,Arachnida,Araneae,Antrodiaetidae,Aliatypus,thompsoni,,72.52,Published,GACS061-19
,Arthropoda,Arachnida,Araneae,Antrodiaetidae,Aliatypus,thompsoni,,72.52,Published,GACS060-19
,Mollusca,Bivalvia,Unionida,Unionidae,Villosa,delumbis,,72.46,Published,GBMNC23849-20
,Arthropoda,Arachnida,Araneae,Hahniidae,Hahnia,cinerea,,72.43,Published,SSJAB2025-13
,Arthropoda,Arachnida,Araneae,Theraphosidae,,,,72.43,Published,GMAQQ1019-17
,Arthropoda,Arachnida,Araneae,Salticidae,Phidippus,clarus,,72.36,Published,SPITO431-14
,Arthropoda,Arachnida,Araneae,Idiopidae,Euoplos,,,72.28,Published,GACS7419-19
,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,anthracina,,72.28,Published,GACS1927-19
,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,anthracina,,72.28,Published,GACS1926-19
,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,anthracina,,72.28,Published,GACS1920-19
,Arthropoda,Arachnida,Araneae,Salticidae,Phidippus,clarus,,72.22,Published,RBCH113-04
,Arthropoda,Arachnida,Araneae,Gnaphosidae,Herpyllus,,,72.22,Published,BBUSE3064-12
,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,cespitum,,72.22,Published,PEISP123-15
>otu2564,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,hydatis,,74.02,Published,GBBAC1903-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,73.18,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,aquatile,,72.55,Published,GBBAC1941-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,72.06,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,sp.,,71.76,Published,GBBAC2061-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,psychrotolerans,,71.08,Published,GBBAC2007-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,geojensis,,70.88,Published,GBBAC2009-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Maribacter,sp.,,70.59,Published,GBBAC2049-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,70.1,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,70.1,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,69.73,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,lytica,,69.61,Published,GBBAC1997-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,lytica,,69.61,Published,GBBAC1993-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,69.12,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,69.02,Published,GBBAC2031-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,68.63,Published,GBBAC2033-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,68.63,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Zhouia,amylolytica,,68.14,Published,GBBAC2025-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,sp.,,67.65,Published,GBBAC2057-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,67.65,Published,GBBAC2055-15
>otu2568,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax,,,75.9,Published,GBMLG16637-13
,Eukarya_unassigned,Heterolobosea,,,Acrasis,kona,,75.16,Published,JRPAA9881-15
,Eukarya_unassigned,Heterolobosea,,,Acrasis,kona,,75.16,Published,JRPAA8081-15
,Arthropoda,Arachnida,Araneae,Theridiidae,Chrysso,albomaculata,,73.27,Private,
,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,almae,,72.82,Published,GBMIN114489-17
,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,almae,,72.82,Published,GBMIN114490-17
,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,almae,,72.82,Published,GACS4961-19
,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,,,72.82,Published,SICOF958-19
,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,almae,,72.73,Published,GBMIN114491-17
,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,almae,,72.73,Published,GBMIN114492-17
,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,theisi,,72.73,Published,MASPD889-12
,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,theisi,,72.73,Published,MASPD1030-12
,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,theisi,,72.73,Published,MASPD1061-12
,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,theisi,,72.73,Published,AMSPK036-15
,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,theisi,,72.73,Published,GACO5301-19
,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,theisi,,72.73,Private,
,Arthropoda,Arachnida,Araneae,Araneidae,,,,72.63,Published,ETKS773-13
,Arthropoda,Arachnida,Araneae,Araneidae,,,,72.63,Published,ETKS898-13
,Arthropoda,Arachnida,Araneae,Araneidae,,,,72.63,Published,ETKS903-13
,Arthropoda,Arachnida,Araneae,Araneidae,,,,72.63,Published,ETKS931-13
>otu2570,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,78.02,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,75,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,74.54,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,74.54,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,74.07,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,73.15,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,sp.,,71.76,Published,GBBAC2061-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,aquatile,,69.44,Published,GBBAC1941-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flexibacteraceae,Gramella,forsetii,,68.86,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,sp.,,68.52,Published,GBBAC2057-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,68.52,Published,GBBAC2055-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,psychrotolerans,,68.52,Published,GBBAC2007-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,hydatis,,68.52,Published,GBBAC1903-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,68.06,Published,GBBAC2059-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,geojensis,,67.77,Published,GBBAC2009-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,67.04,Published,GBBAC2031-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,66.67,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,66.67,Published,GBBAC2033-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flexibacteraceae,Gramella,forsetii,,66.67,Published,GBBAC1953-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Maribacter,sp.,,66.2,Published,GBBAC2049-15
>otu2573,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,pyrenoidifera,,77.56,Published,CPTO044-09
,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,pyrenoidifera,,77.56,Published,CPTO045-09
,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,pyrenoidifera,,77.56,Published,CPTO046-09
,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,pyrenoidifera,,77.56,Published,CPTO047-09
,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,pyrenoidifera,,77.56,Published,CPTO048-09
,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,pyrenoidifera,,77.56,Published,CPTO049-09
,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,sp.,,77.56,Published,CPTO036-09
,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,lyngbyanum,,77.43,Published,PNMIA660-14
,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,lyngbyanum,,77.42,Published,PNMIA1219-14
,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,lyngbyanum,,77.42,Published,PNMIA1981-14
,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,lyngbyanum,,77.17,Published,PNMIA559-14
,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,lyngbyanum,,77.17,Published,PNMIA1215-14
,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,lyngbyanum,,76.98,Published,PNMIA697-14
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,fulgurata,,76.96,Published,PNGTY034-12
,Ochrophyta,Phaeophyceae,Ectocarpales,Punctariaceae,Punctaria,sp. 2GWS,,76.85,Published,MACRO3799-14
,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,orcadensis,,76.84,Early-Release,
,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,sp. 2lyngbyanum,,76.8,Private,
,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,sp. 2lyngbyanum,,76.8,Private,
,Rhodophyta,Florideophyceae,Hapalidiales,Hapalidiaceae,Neopolyporolithon,sp. 7GWS,,76.8,Published,ABMMC11549-10
,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Cladhymenia,coronata,,76.8,Private,
>otu2583,Chlorophyta,Chlorophyceae,Sphaeropleales,Neochloridaceae,Chlorotetraedron,incus,,79.25,Published,JRPAA9855-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,Neochloridaceae,Chlorotetraedron,incus,,79.25,Published,JRPAA8149-15
,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae_incertae_sedis,,Neochloris,aquatica,,77.55,Published,JRPAA9858-15
,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae_incertae_sedis,,Neochloris,aquatica,,77.55,Published,JRPAA8152-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,,Bracteacoccus,polaris,,77.02,Published,JRPAA4909-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,,Bracteacoccus,bohemiensis,,76.31,Published,JRPAA4902-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,Mychonastaceae,Mychonastes,homosphaera,,76.29,Published,JRPAA9857-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,Mychonastaceae,Mychonastes,homosphaera,,76.29,Published,JRPAA8151-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,,Bracteacoccus,giganteus,,75.9,Published,JRPAA4551-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,,Bracteacoccus,giganteus,,75.9,Published,JRPAA4550-15
